,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,isOpen,vwap
1659,002230.XSHE,002230,科大讯飞,XSHE,2015-03-11,247.869,42.09,248.988,250.166,240.861,243.099,3037549,721857616.47,19063,0.0296,5.8890337944,24273131108.2,33147315083.5,1,243.921
1660,002230.XSHE,002230,科大讯飞,XSHE,2015-03-12,243.099,41.28,243.099,249.989,235.561,240.861,3839228,904141484.79,23400,0.0375,5.8890337944,24049686587.3,32842179915.6,1,241.721
1661,002230.XSHE,002230,科大讯飞,XSHE,2015-03-13,240.861,40.9,246.162,253.228,239.566,253.228,4973935,1202905154.62,30180,0.0485,5.8890337944,25284511571.0,34528453212.0,1,248.229
1662,002230.XSHE,002230,科大讯飞,XSHE,2015-03-16,253.228,43.0,259.117,278.551,256.173,273.546,8277543,2144076806.61,41983,0.0808,5.8890337944,27313152615.7,37298759341.8,1,265.864
1663,002230.XSHE,002230,科大讯飞,XSHE,2015-03-17,273.546,46.45,274.723,276.785,264.359,267.421,5576737,1459611778.84,35540,0.0544,5.8890337944,26701620242.8,36463652566.4,1,268.645
1664,002230.XSHE,002230,科大讯飞,XSHE,2015-03-18,267.421,45.41,270.778,278.139,263.888,271.484,5185003,1371504677.1,32481,0.0506,5.8890337944,27107348451.7,37017713792.4,1,271.5
1665,002230.XSHE,002230,科大讯飞,XSHE,2015-03-19,271.484,46.1,272.368,284.97,268.599,281.26,5770978,1565072769.95,32425,0.0563,5.8890337944,28083448200.7,38350672683.8,1,278.36
1666,002230.XSHE,002230,科大讯飞,XSHE,2015-03-20,281.26,47.76,280.612,283.793,270.483,274.135,6740996,1808158946.65,41384,0.0658,5.8890337944,27371953805.3,37379058070.2,1,275.318
1667,002230.XSHE,002230,科大讯飞,XSHE,2015-03-23,274.135,46.55,274.429,287.385,274.135,282.674,6488209,1776358525.83,34801,0.0633,5.8890337944,28224571056.0,38543389632.0,1,281.013
1668,002230.XSHE,002230,科大讯飞,XSHE,2015-03-24,282.674,48.0,282.674,307.996,276.843,300.341,9437421,2685744638.95,52194,0.0921,5.8890337944,29988606747.0,40952351484.0,1,292.101
1669,002230.XSHE,002230,科大讯飞,XSHE,2015-03-25,300.341,51.0,297.455,309.174,294.452,302.579,6035764,1777852819.64,34525,0.0589,5.8890337944,30212051267.9,41257486651.9,1,302.333
1670,002230.XSHE,002230,科大讯飞,XSHE,2015-03-26,302.579,51.38,295.512,308.114,285.854,287.267,7041576,2019066023.0,38967,0.0687,5.8890337944,28683220335.7,39169719713.5,1,294.308
1671,002230.XSHE,002230,科大讯飞,XSHE,2015-03-27,287.267,48.78,288.445,301.46,285.5,296.69,3759949,1074943030.97,23630,0.0367,5.8890337944,29624039370.9,40454499367.9,1,293.444
1672,002230.XSHE,002230,科大讯飞,XSHE,2015-03-30,296.69,50.38,297.985,307.996,289.328,297.102,4795498,1399843072.33,30078,0.0468,5.8890337944,29665200203.7,40510708477.8,1,299.617
1673,002230.XSHE,002230,科大讯飞,XSHE,2015-03-31,297.102,50.45,296.395,309.174,291.036,306.23,6219707,1835618707.62,35825,0.0607,5.8890337944,30576618644.0,41755338768.0,1,302.924
1674,002230.XSHE,002230,科大讯飞,XSHE,2015-04-01,306.23,52.0,306.878,336.794,305.641,329.197,6447815,2016554953.49,37337,0.0629,5.8890337944,32869865042.3,44886989175.6,1,321.01
1675,002230.XSHE,002230,科大讯飞,XSHE,2015-04-02,329.197,55.9,330.551,344.508,324.074,332.554,5324359,1726920366.43,35025,0.052,5.8890337944,33205031823.6,45344691927.5,1,332.91
1676,002230.XSHE,002230,科大讯飞,XSHE,2015-04-03,332.554,56.47,329.845,337.088,323.897,329.786,3617277,1164037515.7,24836,0.0353,5.8890337944,32928666232.0,44967287904.0,1,330.298
1677,002230.XSHE,002230,科大讯飞,XSHE,2015-04-07,329.786,56.0,336.735,361.469,336.499,357.464,6714833,2310344333.38,43647,0.0655,5.8890337944,35692322147.9,48741328138.8,1,353.153
1678,002230.XSHE,002230,科大讯飞,XSHE,2015-04-08,357.464,60.7,361.528,362.352,344.214,348.042,6203888,2122593730.83,42246,0.0605,5.8890337944,34751503112.7,47456548484.4,1,351.176
1679,002230.XSHE,002230,科大讯飞,XSHE,2015-04-09,348.042,59.1,346.746,346.864,320.952,344.685,6731312,2181436817.86,51948,0.0657,5.8890337944,34416336331.4,46998845732.5,1,332.632
1680,002230.XSHE,002230,科大讯飞,XSHE,2015-04-10,344.685,58.53,343.331,374.543,340.386,369.007,7006794,2460108667.98,48065,0.0684,5.8890337944,36844825466.0,50315183215.4,1,360.376
1681,002230.XSHE,002230,科大讯飞,XSHE,2015-04-13,369.007,62.66,368.065,405.401,361.528,400.749,6629738,2511563676.69,44337,0.0647,5.8890337944,40014209590.8,54643284676.2,1,388.838
1682,002230.XSHE,002230,科大讯飞,XSHE,2015-04-14,400.749,68.05,0.0,0.0,0.0,400.749,0,0.0,0,0.0,5.8890337944,40014209590.8,54643284676.2,0,400.749
1683,002230.XSHE,002230,科大讯飞,XSHE,2015-04-15,400.749,68.05,0.0,0.0,0.0,400.749,0,0.0,0,0.0,5.8890337944,40014209590.8,54643284676.2,0,400.749
1684,002230.XSHE,002230,科大讯飞,XSHE,2015-04-16,400.749,68.05,0.0,0.0,0.0,400.778,0,0.0,0,0.0,8.853064537,40332164247.4,54857128538.1,0,400.778
1685,002230.XSHE,002230,科大讯飞,XSHE,2015-04-17,400.778,45.27,0.0,0.0,0.0,400.778,0,0.0,0,0.0,8.853064537,40332164247.4,54857128538.1,0,400.778
1686,002230.XSHE,002230,科大讯飞,XSHE,2015-04-20,400.778,45.27,0.0,0.0,0.0,400.778,0,0.0,0,0.0,8.853064537,40332164247.4,54857128538.1,0,400.778
1687,002230.XSHE,002230,科大讯飞,XSHE,2015-04-21,400.778,45.27,0.0,0.0,0.0,400.778,0,0.0,0,0.0,8.853064537,40332164247.4,54857128538.1,0,400.778
1688,002230.XSHE,002230,科大讯飞,XSHE,2015-04-22,400.778,45.27,0.0,0.0,0.0,400.778,0,0.0,0,0.0,8.853064537,40332164247.4,54857128538.1,0,400.778
1689,002230.XSHE,002230,科大讯飞,XSHE,2015-04-23,400.778,45.27,0.0,0.0,0.0,400.778,0,0.0,0,0.0,8.853064537,40332164247.4,54857128538.1,0,400.778
1690,002230.XSHE,002230,科大讯飞,XSHE,2015-04-24,400.778,45.27,0.0,0.0,0.0,400.778,0,0.0,0,0.0,8.853064537,40332164247.4,54857128538.1,0,400.778
1691,002230.XSHE,002230,科大讯飞,XSHE,2015-04-27,400.778,45.27,0.0,0.0,0.0,400.778,0,0.0,0,0.0,8.853064537,40332164247.4,54857128538.1,0,400.778
1692,002230.XSHE,002230,科大讯飞,XSHE,2015-04-28,400.778,45.27,440.883,440.883,417.599,440.883,8224161,3520798693.79,51506,0.0794,8.853064537,44368053446.4,60346476721.8,1,440.382
1693,002230.XSHE,002230,科大讯飞,XSHE,2015-04-29,440.883,49.8,439.023,443.804,402.992,424.327,7437106,3089172695.41,65724,0.0718,8.853064537,42702024130.2,58080454403.1,1,427.285
1694,002230.XSHE,002230,科大讯飞,XSHE,2015-04-30,424.327,47.93,422.734,460.359,417.422,432.915,7074411,3038861940.79,60674,0.0683,8.853064537,43566221155.2,59255877744.9,1,441.876
1695,002230.XSHE,002230,科大讯飞,XSHE,2015-05-04,432.915,48.9,432.472,433.358,407.241,414.589,6771674,2748189318.79,63709,0.0654,8.853064537,41722006885.4,56747500098.0,1,417.475
1696,002230.XSHE,002230,科大讯飞,XSHE,2015-05-05,414.589,46.83,414.323,414.323,388.65,389.181,5483762,2117530668.3,52052,0.053,8.853064537,39165052801.3,53269701138.4,1,397.22
1697,002230.XSHE,002230,科大讯飞,XSHE,2015-05-06,389.181,43.96,388.65,411.225,388.472,394.847,4869869,1888043817.55,44158,0.047,8.853064537,39735244652.8,54045238188.6,1,398.818
1698,002230.XSHE,002230,科大讯飞,XSHE,2015-05-07,394.847,44.6,393.076,401.929,388.561,390.066,2736525,1047503655.34,28981,0.0264,8.853064537,39254145278.1,53390878802.5,1,393.764
1699,002230.XSHE,002230,科大讯飞,XSHE,2015-05-08,390.066,44.06,392.191,428.4,392.191,428.311,6260748,2502739153.44,58950,0.0605,8.853064537,43102940275.8,58625753891.6,1,411.215
1700,002230.XSHE,002230,科大讯飞,XSHE,2015-05-11,428.311,48.38,432.561,470.806,419.635,459.651,7595855,3310862397.17,64901,0.0734,8.853064537,46256813954.6,62915443200.7,1,448.378
1701,002230.XSHE,002230,科大讯飞,XSHE,2015-05-12,459.651,51.92,459.651,482.846,453.277,468.77,6471201,2958601631.56,58835,0.0625,8.853064537,47174466465.6,64163573140.9,1,470.307
1702,002230.XSHE,002230,科大讯飞,XSHE,2015-05-13,468.77,52.95,455.933,476.56,447.965,457.703,5447498,2451773469.03,51208,0.0526,8.853064537,46060810505.6,62648852339.7,1,462.981
1703,002230.XSHE,002230,科大讯飞,XSHE,2015-05-14,457.703,51.7,469.212,477.888,455.933,458.323,3800180,1710596122.95,36314,0.0367,8.853064537,46123175239.4,62733676704.6,1,463.045
1704,002230.XSHE,002230,科大讯飞,XSHE,2015-05-15,458.323,51.77,451.418,452.392,435.748,442.476,4049992,1746354083.2,42120,0.0391,8.853064537,44528419904.6,60564596517.2,1,443.566
1705,002230.XSHE,002230,科大讯飞,XSHE,2015-05-18,442.476,49.98,438.669,482.492,434.685,478.951,6566133,2961279974.6,57410,0.0634,8.853064537,48199029948.8,65557116278.1,1,463.927
1706,002230.XSHE,002230,科大讯飞,XSHE,2015-05-19,478.951,54.1,482.492,499.136,461.687,484.263,5891345,2749791228.19,59017,0.0569,8.853064537,48733584809.6,66284182262.7,1,480.137
1707,002230.XSHE,002230,科大讯飞,XSHE,2015-05-20,484.263,54.7,487.184,515.691,487.184,495.506,5510973,2698656219.98,55333,0.0532,8.853064537,49865059265.0,67823138596.8,1,503.731
1708,002230.XSHE,002230,科大讯飞,XSHE,2015-05-21,495.506,55.97,495.418,513.301,480.456,491.522,5795894,2789349583.94,59396,0.056,8.853064537,49464143119.4,67277839108.3,1,495.065
1709,002230.XSHE,002230,科大讯飞,XSHE,2015-05-22,491.522,55.52,491.699,500.198,473.639,494.444,5936270,2795701322.25,64078,0.0573,8.853064537,49758148292.8,67677725399.8,1,484.459
1710,002230.XSHE,002230,科大讯飞,XSHE,2015-05-25,494.444,55.85,486.653,507.723,478.243,494.09,5175352,2488610480.47,51187,0.05,8.853064537,49722511302.1,67629254334.2,1,494.649
1711,002230.XSHE,002230,科大讯飞,XSHE,2015-05-26,494.09,55.81,495.063,530.918,491.345,517.019,6399129,3187432329.49,62486,0.0618,8.853064537,52030006451.2,70767755834.4,1,512.389
1712,002230.XSHE,002230,科大讯飞,XSHE,2015-05-27,517.019,58.4,513.478,513.478,493.735,501.261,6643213,3234271157.95,70683,0.0642,8.853064537,50444160364.2,68610793413.4,1,500.816
1713,002230.XSHE,002230,科大讯飞,XSHE,2015-05-28,501.261,56.62,501.083,501.083,451.152,451.152,7634947,3545785932.6,84126,0.0738,8.853064537,45401526177.3,61752137625.4,1,477.734
1714,002230.XSHE,002230,科大讯飞,XSHE,2015-05-29,451.152,50.96,449.736,473.019,428.223,454.162,5863931,2576242281.91,61651,0.0566,8.853064537,45704440598.4,62164141683.3,1,451.937
1715,002230.XSHE,002230,科大讯飞,XSHE,2015-06-01,454.162,51.3,458.589,482.492,458.589,472.754,5256316,2419204182.52,51574,0.0508,8.853064537,47575382611.2,64708872629.4,1,473.446
1716,002230.XSHE,002230,科大讯飞,XSHE,2015-06-02,472.754,53.4,474.524,518.613,472.842,516.134,8280017,4009391503.37,84791,0.08,8.853064537,51940913974.4,70646578170.3,1,498.112
1717,002230.XSHE,002230,科大讯飞,XSHE,2015-06-03,516.134,58.3,522.331,528.971,491.345,506.307,6988652,3461945460.72,73031,0.0675,8.853064537,50951987481.9,69301506098.8,1,509.573
1718,002230.XSHE,002230,科大讯飞,XSHE,2015-06-04,506.307,57.19,511.264,511.619,455.667,489.397,5926608,2783396750.81,62427,0.0573,8.853064537,49250321175.0,66987012714.5,1,483.113
1719,002230.XSHE,002230,科大讯飞,XSHE,2015-06-05,489.397,55.28,491.788,501.615,469.124,476.295,5645146,2656243195.6,63186,0.0545,8.853064537,47931752518.4,65193583285.8,1,484.03
1720,002230.XSHE,002230,科大讯飞,XSHE,2015-06-08,476.295,53.8,469.212,470.983,444.689,445.752,6362339,2805985396.67,77148,0.0615,8.853064537,44858062068.8,61012953874.3,1,453.679
1721,002230.XSHE,002230,科大讯飞,XSHE,2015-06-09,445.752,50.35,447.699,460.979,445.132,450.887,3930287,1726021088.78,47478,0.038,8.853064537,45374798434.2,61715784326.1,1,451.753
1722,002230.XSHE,002230,科大讯飞,XSHE,2015-06-10,450.887,50.93,453.365,469.212,447.788,462.219,5237067,2344293430.49,54726,0.0506,8.853064537,46515182137.3,63266858426.6,1,460.472
1723,002230.XSHE,002230,科大讯飞,XSHE,2015-06-11,462.219,52.21,478.154,482.935,461.333,462.573,5294475,2426886379.18,57057,0.0511,8.853064537,46550819128.0,63315329492.2,1,471.527
1724,002230.XSHE,002230,科大讯飞,XSHE,2015-06-12,462.573,52.25,461.333,467.442,451.683,457.615,4249547,1891526458.5,48610,0.0411,8.853064537,46051901257.9,62636734573.3,1,457.878
1725,002230.XSHE,002230,科大讯飞,XSHE,2015-06-15,457.615,51.69,463.015,472.045,443.716,444.07,4918977,2191608660.47,58257,0.0475,8.853064537,44688786362.9,60782716312.6,1,458.319
1726,002230.XSHE,002230,科大讯飞,XSHE,2015-06-16,444.07,50.16,433.8,434.685,400.159,408.126,5902818,2376580134.35,67672,0.057,8.853064537,41071631804.8,55862903150.1,1,414.164
1727,002230.XSHE,002230,科大讯飞,XSHE,2015-06-17,408.126,46.1,404.585,417.865,393.253,415.386,4712117,1858360818.48,50387,0.0455,8.853064537,41802190114.6,56856559995.7,1,405.689
1728,002230.XSHE,002230,科大讯飞,XSHE,2015-06-18,415.386,46.92,413.173,423.885,392.191,395.555,4144832,1660616250.42,43573,0.04,8.853064537,39806518634.2,54142180319.9,1,412.137
1729,002230.XSHE,002230,科大讯飞,XSHE,2015-06-19,395.555,44.68,388.472,389.535,357.752,358.195,4711944,1705167562.79,46671,0.0455,8.853064537,36046816113.3,49028482894.9,1,372.26
1730,002230.XSHE,002230,科大讯飞,XSHE,2015-06-23,358.195,40.46,359.434,371.829,332.964,370.855,4915828,1720766771.4,49880,0.0475,8.853064537,37320838531.5,50761323491.5,1,360.085
1731,002230.XSHE,002230,科大讯飞,XSHE,2015-06-24,370.855,41.89,371.74,378.026,360.32,370.501,4013539,1443135267.27,40805,0.0388,8.853064537,37285201540.8,50712852425.8,1,369.879
1732,002230.XSHE,002230,科大讯飞,XSHE,2015-06-25,370.501,41.85,374.927,376.255,340.843,347.129,3819465,1340192152.61,37848,0.0369,8.853064537,34933160153.3,47513762093.6,1,360.948
1733,002230.XSHE,002230,科大讯飞,XSHE,2015-06-26,347.129,39.21,336.416,336.416,312.425,312.425,4417885,1377065533.69,36629,0.0427,8.853064537,31440735062.7,42763597660.9,1,320.642
1734,002230.XSHE,002230,科大讯飞,XSHE,2015-06-29,312.425,35.29,316.94,320.481,281.173,281.173,6753419,1915609372.98,44428,0.0652,8.853064537,28295770631.7,38486026118.2,1,291.785
1735,002230.XSHE,002230,科大讯飞,XSHE,2015-06-30,281.173,31.76,274.445,309.326,253.021,309.326,9074626,2456785539.41,62638,0.0873,8.853064537,31246663806.0,42459849692.0,1,278.496
1736,002230.XSHE,002230,科大讯飞,XSHE,2015-07-01,309.326,34.94,306.316,335.531,298.348,310.123,10306268,3233835381.75,73375,0.0992,8.853064537,31327150347.0,42569219654.0,1,322.772
1737,002230.XSHE,002230,科大讯飞,XSHE,2015-07-02,310.123,35.03,310.566,329.334,299.234,314.815,9589209,2954347923.92,73534,0.0923,8.853064537,31801126644.0,43213287208.0,1,316.926
1738,002230.XSHE,002230,科大讯飞,XSHE,2015-07-03,314.815,35.56,309.857,345.27,285.069,328.095,10907661,3408120604.43,89700,0.105,8.853064537,33142568994.0,45036119908.0,1,321.413
1739,002230.XSHE,002230,科大讯飞,XSHE,2015-07-06,328.095,37.06,360.939,360.939,295.692,325.793,13375713,4336961452.49,101326,0.1287,8.853064537,32910052320.0,44720162240.0,1,333.54
1740,002230.XSHE,002230,科大讯飞,XSHE,2015-07-07,325.793,36.8,299.853,309.238,293.214,293.214,6717963,1934786940.01,42290,0.0647,8.853064537,29619047088.0,40248146016.0,1,296.262
1741,002230.XSHE,002230,科大讯飞,XSHE,2015-07-08,293.214,33.12,0.0,0.0,0.0,293.214,0,0.0,0,0.0,8.853064537,29619047088.0,40248146016.0,0,293.214
1742,002230.XSHE,002230,科大讯飞,XSHE,2015-07-09,293.214,33.12,0.0,0.0,0.0,293.214,0,0.0,0,0.0,8.853064537,29619047088.0,40248146016.0,0,293.214
1743,002230.XSHE,002230,科大讯飞,XSHE,2015-07-10,293.214,33.12,0.0,0.0,0.0,293.214,0,0.0,0,0.0,8.853064537,29599890480.0,40277265120.0,0,293.214
1744,002230.XSHE,002230,科大讯飞,XSHE,2015-07-13,293.214,33.12,322.517,322.517,322.517,322.517,822845,257983052.3,4183,0.0079,8.853064537,32558092095.0,44302559430.0,1,322.517
1745,002230.XSHE,002230,科大讯飞,XSHE,2015-07-14,322.517,36.43,354.742,354.742,354.742,354.742,994601,342990504.81,4566,0.0096,8.853064537,35811220155.0,48729167070.0,1,354.742
1746,002230.XSHE,002230,科大讯飞,XSHE,2015-07-15,354.742,40.07,362.976,362.976,319.242,319.242,8265466,2683287105.91,71898,0.0796,8.853064537,32227416990.0,43852602060.0,1,333.948
1747,002230.XSHE,002230,科大讯飞,XSHE,2015-07-16,319.242,36.06,319.242,336.328,290.381,319.33,7392395,2284750301.03,60332,0.0712,8.853064537,32236354155.0,43864763070.0,1,317.931
1748,002230.XSHE,002230,科大讯飞,XSHE,2015-07-17,319.33,36.07,321.366,351.29,321.366,346.952,8137208,2684134696.31,69196,0.0784,8.853064537,35024749635.0,47658998190.0,1,339.319
1749,002230.XSHE,002230,科大讯飞,XSHE,2015-07-20,346.952,39.19,349.696,375.37,343.145,364.215,8986856,3142356015.87,74057,0.0865,8.853064537,36767496810.0,50030395140.0,1,359.689
1750,002230.XSHE,002230,科大讯飞,XSHE,2015-07-21,364.215,41.14,354.123,366.163,349.696,355.982,5696650,1990285095.27,53140,0.0549,8.853064537,35936340465.0,48899421210.0,1,359.398
1751,002230.XSHE,002230,科大讯飞,XSHE,2015-07-22,355.982,40.21,354.123,376.344,353.768,367.225,7510216,2672607407.95,63641,0.0723,8.853064537,37071360420.0,50443869480.0,1,366.069
1752,002230.XSHE,002230,科大讯飞,XSHE,2015-07-23,367.225,41.48,367.933,375.724,358.638,373.776,6266814,2246251300.99,53867,0.0603,8.853064537,37732710630.0,51343784220.0,1,368.715
1753,002230.XSHE,002230,科大讯飞,XSHE,2015-07-24,373.776,42.22,380.505,391.483,363.949,366.96,7693688,2854696307.02,69961,0.0741,8.853064537,37044548925.0,50407386450.0,1,381.685
1754,002230.XSHE,002230,科大讯飞,XSHE,2015-07-27,366.96,41.45,354.123,366.517,330.308,330.308,6376520,2168402441.62,60410,0.0614,8.853064537,33344562615.0,45372728310.0,1,349.813
1755,002230.XSHE,002230,科大讯飞,XSHE,2015-07-28,330.308,37.31,304.545,333.761,297.463,319.064,7132886,2174173165.77,53508,0.0687,8.853064537,32209542660.0,43828280040.0,1,313.551
1756,002230.XSHE,002230,科大讯飞,XSHE,2015-07-29,319.064,36.04,331.193,345.712,315.7,344.384,5727524,1816417792.56,47398,0.0552,8.853064537,34765571850.0,47306328900.0,1,326.233
1757,002230.XSHE,002230,科大讯飞,XSHE,2015-07-30,344.384,38.9,344.207,349.43,324.288,324.819,4742062,1574037889.36,47792,0.0457,8.853064537,32790458385.0,44618745690.0,1,341.45
1758,002230.XSHE,002230,科大讯飞,XSHE,2015-07-31,324.819,36.69,318.799,331.99,314.284,329.954,4810533,1519243441.23,33189,0.0463,8.853064537,33308813955.0,45324084270.0,1,324.873
1759,002230.XSHE,002230,科大讯飞,XSHE,2015-08-03,329.954,37.27,323.137,332.787,301.712,321.278,5502025,1704030909.87,30408,0.053,8.853064537,32432971785.0,44132305290.0,1,318.592
1760,002230.XSHE,002230,科大讯飞,XSHE,2015-08-04,321.278,36.29,323.137,340.046,314.284,339.515,4823254,1540659044.18,41997,0.0464,8.853064537,34274027775.0,46637473350.0,1,328.584
1761,002230.XSHE,002230,科大讯飞,XSHE,2015-08-05,339.515,38.35,336.416,349.785,330.662,334.026,4064120,1347250977.24,40268,0.0391,8.853064537,33719923545.0,45883490730.0,1,341.006
1762,002230.XSHE,002230,科大讯飞,XSHE,2015-08-06,334.026,37.73,323.225,332.875,320.481,323.845,2553541,811903139.29,24902,0.0246,8.853064537,32692149570.0,44484974580.0,1,327.07
1763,002230.XSHE,002230,科大讯飞,XSHE,2015-08-07,323.845,36.58,327.563,339.515,325.793,338.895,3962882,1290503635.11,35215,0.0382,8.853064537,34211467620.0,46552346280.0,1,334.987
1764,002230.XSHE,002230,科大讯飞,XSHE,2015-08-10,338.895,38.28,341.374,361.117,335.443,355.628,5752158,1950303080.77,49613,0.0554,8.853064537,35900591805.0,48850777170.0,1,348.78
1765,002230.XSHE,002230,科大讯飞,XSHE,2015-08-11,355.628,40.17,353.237,355.539,345.535,347.837,4471794,1524508717.58,41087,0.0431,8.853064537,35114121285.0,47780608290.0,1,350.694
1766,002230.XSHE,002230,科大讯飞,XSHE,2015-08-12,347.837,39.29,342.614,349.608,338.187,339.072,3288201,1099345889.14,29847,0.0317,8.853064537,34229341950.0,46576668300.0,1,343.919
1767,002230.XSHE,002230,科大讯飞,XSHE,2015-08-13,339.072,38.3,339.338,358.549,339.338,358.549,5046627,1718362035.99,45280,0.0486,8.853064537,36195518250.0,49252090500.0,1,350.262
1768,002230.XSHE,002230,科大讯飞,XSHE,2015-08-14,358.549,40.5,363.684,365.455,349.696,350.67,4356608,1509498740.79,40784,0.042,8.853064537,35400110565.0,48169760610.0,1,356.422
1769,002230.XSHE,002230,科大讯飞,XSHE,2015-08-17,350.67,39.61,352.086,357.221,347.04,352.175,3017187,1030646998.75,25710,0.0291,8.853064537,35552042370.0,48376497780.0,1,351.388
1770,002230.XSHE,002230,科大讯飞,XSHE,2015-08-18,352.175,39.78,353.237,363.861,316.94,317.205,6527754,2182939832.85,60452,0.0629,8.853064537,32021862195.0,43572898830.0,1,343.999
1771,002230.XSHE,002230,科大讯飞,XSHE,2015-08-19,317.205,35.83,306.316,330.042,301.004,327.386,4730582,1460550569.9,42996,0.0456,8.853064537,33049636170.0,44971414980.0,1,317.601
1772,002230.XSHE,002230,科大讯飞,XSHE,2015-08-20,327.386,36.98,324.553,360.143,324.553,336.505,6828278,2281979638.22,62478,0.0648,8.853064537,34484435664.0,48859855674.0,1,343.78
1773,002230.XSHE,002230,科大讯飞,XSHE,2015-08-21,336.505,38.01,326.678,331.547,307.644,308.175,5413291,1670355139.29,51449,0.0514,8.853064537,31581247184.0,44746423994.0,1,317.415
1774,002230.XSHE,002230,科大讯飞,XSHE,2015-08-24,308.175,34.81,292.151,296.401,277.367,277.367,3132247,852743084.68,24584,0.0297,8.853064537,28424029712.0,40273067042.0,1,280.054
1775,002230.XSHE,002230,科大讯飞,XSHE,2015-08-25,277.367,31.33,249.656,261.165,249.656,249.656,4630209,1129689451.37,28919,0.0439,8.853064537,25584348480.0,36249616680.0,1,250.979
1776,002230.XSHE,002230,科大讯飞,XSHE,2015-08-26,249.656,28.2,249.833,259.395,224.691,224.691,6908631,1591971667.98,51285,0.0655,8.853064537,23025913632.0,32624655012.0,1,237.041
1777,002230.XSHE,002230,科大讯飞,XSHE,2015-08-27,224.691,25.38,233.278,238.325,206.985,230.091,5100884,1111537869.12,41278,0.0484,8.853064537,23579333936.0,33408777926.0,1,224.16
1778,002230.XSHE,002230,科大讯飞,XSHE,2015-08-28,230.091,25.99,236.111,253.109,227.612,253.109,5967674,1385178279.95,47521,0.0566,8.853064537,25938174576.0,36750941166.0,1,238.77
1779,002230.XSHE,002230,科大讯飞,XSHE,2015-08-31,253.109,28.59,252.312,252.312,237.528,244.61,4602380,1087788754.84,32911,0.0437,8.853064537,25067218032.0,35516911662.0,1,243.132
1780,002230.XSHE,002230,科大讯飞,XSHE,2015-09-01,244.61,27.63,239.918,242.397,221.504,231.862,4552934,1023780230.7,27114,0.0432,8.853064537,23760783216.0,33665867406.0,1,231.31
1781,002230.XSHE,002230,科大讯飞,XSHE,2015-09-02,231.862,26.19,214.244,239.652,212.739,230.091,4634300,1027060784.94,25875,0.044,8.853064537,23579333936.0,33408777926.0,1,227.977
1782,002230.XSHE,002230,科大讯飞,XSHE,2015-09-07,230.091,25.99,236.819,246.115,234.695,235.846,3047001,711717358.76,26172,0.0289,8.853064537,24169044096.0,34244318736.0,1,240.278
1783,002230.XSHE,002230,科大讯飞,XSHE,2015-09-08,235.846,26.64,234.695,256.827,232.039,256.119,4382037,1045607374.36,34590,0.0416,8.853064537,26246638352.0,37187993282.0,1,245.455
1784,002230.XSHE,002230,科大讯飞,XSHE,2015-09-09,256.119,28.93,259.395,274.445,256.916,264.972,4664402,1206184404.36,40139,0.0442,8.853064537,27153884752.0,38473440682.0,1,266.01
1785,002230.XSHE,002230,科大讯飞,XSHE,2015-09-10,264.972,29.93,259.395,268.159,252.489,254.26,2936938,747578657.1,25724,0.0279,8.853064537,26056116608.0,36918049328.0,1,261.844
1786,002230.XSHE,002230,科大讯飞,XSHE,2015-09-11,254.26,28.72,256.739,266.477,255.942,261.874,2971447,754621988.87,25201,0.0282,8.853064537,26836348512.0,38023534092.0,1,261.241
1787,002230.XSHE,002230,科大讯飞,XSHE,2015-09-14,261.874,29.58,265.149,265.326,235.669,235.669,3389287,810059261.04,30118,0.0322,8.853064537,24150899168.0,34218609788.0,1,245.86
1788,002230.XSHE,002230,科大讯飞,XSHE,2015-09-15,235.669,26.62,228.409,232.216,212.119,212.119,3059709,657765963.88,27630,0.029,8.853064537,21737623744.0,30799319704.0,1,221.142
1789,002230.XSHE,002230,科大讯飞,XSHE,2015-09-16,212.119,23.96,216.457,233.367,214.244,233.367,3285243,715772881.83,27449,0.0312,8.853064537,23915015104.0,33884393464.0,1,224.123
1790,002230.XSHE,002230,科大讯飞,XSHE,2015-09-17,233.367,26.36,235.049,250.365,230.888,233.809,4152336,973360652.9,34727,0.0394,8.853064537,23960377424.0,33948665834.0,1,241.135
1791,002230.XSHE,002230,科大讯飞,XSHE,2015-09-18,233.809,26.41,238.059,241.335,230.18,236.377,2297212,527625154.7,19812,0.0218,8.853064537,24223478880.0,34321445580.0,1,236.268
1792,002230.XSHE,002230,科大讯飞,XSHE,2015-09-21,236.377,26.7,231.065,251.427,230.445,251.339,3407369,812222788.13,27068,0.0323,8.853064537,25756725296.0,36493851686.0,1,245.209
1793,002230.XSHE,002230,科大讯飞,XSHE,2015-09-22,251.339,28.39,253.286,255.145,244.964,248.771,2721888,663737553.8,23799,0.0258,8.853064537,25493623840.0,36121071940.0,1,250.845
1794,002230.XSHE,002230,科大讯飞,XSHE,2015-09-23,248.771,28.1,244.787,251.87,242.22,247.443,2681043,645484065.78,20787,0.0254,8.853064537,25357536880.0,35928254830.0,1,247.663
1795,002230.XSHE,002230,科大讯飞,XSHE,2015-09-24,247.443,27.95,247.974,259.395,247.974,253.994,2704741,669043995.9,22140,0.0257,8.853064537,26028899216.0,36879485906.0,1,254.454
